company;year;country;ERROWIN;MEPAWIN;DISPERWIN;ESGScoreWIN;ESGCombWIN;ENVPillarWIN;SocialPillarWIN;GovPillarWIN;QANALYST
ARCLK.IS;2023;Turkey;0.93210500;0.00173490;0.09269578;15.00;15.00;15.00;17.00;15.00;8
ARCLK.IS;2022;Turkey;0.90960377;0.00173490;0.11340562;74.00;74.00;74.00;76.00;75.15;9
ARCLK.IS;2021;Turkey;0.84749678;0.00173490;0.08410727;74.00;74.00;74.00;76.00;77.00;11
ARCLK.IS;2020;Turkey;0.09365654;0.00173490;0.08433572;74.00;49.76;74.00;76.00;77.00;9
ARCLK.IS;2019;Turkey;0.29197812;0.00173490;0.04967401;74.00;74.00;74.00;76.00;77.00;8
ARCLK.IS;2018;Turkey;0.33459273;0.00173490;0.06240269;74.00;74.00;74.00;76.00;77.00;10
ARCLK.IS;2017;Turkey;0.27887477;0.00173490;0.08517296;74.00;74.00;74.00;76.00;70.65;13
ARCLK.IS;2016;Turkey;0.53390737;0.00173490;0.19681464;74.00;74.00;74.00;76.00;77.00;14
ARCLK.IS;2015;Turkey;0.56626264;0.00173490;0.10238057;74.00;74.00;74.00;75.39;70.53;15
ARCLK.IS;2014;Turkey;2.34380000;0.00173490;0.07095693;74.00;65.84;74.00;60.04;71.64;17
BRKM5.SA;2023;Brazil;2.34380000;0.00173490;0.08889888;15.00;15.00;15.00;17.00;15.00;8
BRKM5.SA;2022;Brazil;2.34380000;0.00173490;0.36225000;52.78;37.04;47.84;51.90;63.01;10
BRKM5.SA;2021;Brazil;2.34380000;0.00173490;0.05441885;55.35;55.35;51.10;53.14;66.61;10
BRKM5.SA;2020;Brazil;2.34380000;0.00173490;0.28817497;54.30;31.32;50.19;50.36;68.23;9
BRKM5.SA;2019;Brazil;1.20634980;0.00173490;0.36225000;52.02;27.01;50.07;48.48;61.49;9
BRKM5.SA;2018;Brazil;0.65660405;0.00173490;0.18059202;56.93;56.93;53.60;50.94;72.95;6
BRKM5.SA;2017;Brazil;0.46007840;0.00173490;0.06215084;57.62;46.00;50.40;55.30;74.32;10
BRKM5.SA;2016;Brazil;0.34341058;0.00173490;0.36225000;46.91;33.46;43.06;37.18;70.21;10
BRKM5.SA;2015;Brazil;2.34380000;0.00173490;0.08537953;47.00;41.36;44.03;35.59;71.57;9
BRKM5.SA;2014;Brazil;0.10861759;0.00173490;0.20401420;44.22;44.22;41.05;33.49;68.02;8
ASELS.IS;2023;Turkey;0.88801349;0.00173490;0.19357971;74.00;74.00;74.00;76.00;41.62;6
ASELS.IS;2022;Turkey;0.81647013;0.00173490;0.11801408;70.53;70.53;74.00;76.00;39.17;5
ASELS.IS;2021;Turkey;0.88456147;0.00173490;0.24458190;71.98;71.98;74.00;76.00;46.94;4
ASELS.IS;2020;Turkey;0.86758346;0.00173490;0.36225000;58.19;58.19;66.25;73.84;31.07;5
ASELS.IS;2019;Turkey;1.22891153;0.00173490;0.11495414;58.67;58.67;68.28;65.68;42.12;5
ASELS.IS;2018;Turkey;0.00000000;0.00000000;0.00000000;65.75;65.75;67.36;69.85;59.03;2
ASELS.IS;2017;Turkey;0.91011554;0.00173490;0.09924347;38.13;38.13;53.35;36.53;29.14;5
ASELS.IS;2016;Turkey;0.00000000;0.00000000;0.05924483;15.00;15.00;15.00;17.00;15.00;3
ASELS.IS;2015;Turkey;0.91854836;0.00173490;0.36225000;15.00;15.00;15.00;17.00;15.00;5
ASELS.IS;2014;Turkey;0.84839588;0.00173490;0.10825823;15.00;15.00;15.00;17.00;15.00;6
WEGE3.SA;2023;Brazil;1.30281267;0.00173490;0.02407829;60.51;60.51;61.83;54.66;66.41;6
WEGE3.SA;2022;Brazil;1.01699174;0.00173490;0.05161386;59.77;59.77;62.96;55.56;61.46;11
WEGE3.SA;2021;Brazil;0.03384813;0.00173490;0.10662644;57.01;57.01;57.92;56.81;56.22;12
WEGE3.SA;2020;Brazil;0.23292238;0.00173490;0.09010138;58.52;58.52;62.87;60.00;51.36;9
WEGE3.SA;2019;Brazil;0.53349004;0.00173490;0.04757085;56.14;56.14;58.88;60.87;46.63;9
WEGE3.SA;2018;Brazil;0.61142822;0.00173490;0.04156316;49.59;49.59;44.23;59.86;42.56;11
WEGE3.SA;2017;Brazil;0.54432104;0.00173490;0.05474659;51.42;51.42;45.40;66.22;39.25;8
WEGE3.SA;2016;Brazil;0.65283564;0.00173490;0.05205082;46.99;46.99;42.80;57.98;37.61;10
WEGE3.SA;2015;Brazil;0.61817523;0.00173490;0.13610941;32.24;32.24;39.24;22.98;35.99;11
WEGE3.SA;2014;Brazil;0.72833585;0.00173490;0.04646614;30.94;30.94;28.30;30.81;34.30;12
GOAU4.SA;2023;Brazil;0.91230417;0.00173490;0.16666667;15.00;15.00;15.00;17.00;15.00;2
GOAU4.SA;2022;Brazil;2.00374050;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;1
GOAU4.SA;2021;Brazil;0.00000000;0.00000000;0.00000000;72.98;72.98;74.00;76.00;55.16;0
GOAU4.SA;2020;Brazil;0.99287076;0.00173490;0.00000000;70.52;70.52;72.48;76.00;55.03;1
GOAU4.SA;2019;Brazil;0.98636857;0.00173490;0.00000000;67.34;67.34;59.54;76.00;62.07;1
GOAU4.SA;2018;Brazil;0.00000000;0.00000000;0.00000000;53.98;53.98;46.86;61.95;51.12;0
GOAU4.SA;2017;Brazil;0.93714451;0.00173490;0.00000000;40.11;40.11;34.72;31.11;62.57;1
GOAU4.SA;2016;Brazil;1.00327718;0.00173490;0.36225000;43.43;43.43;39.53;34.40;63.81;3
GOAU4.SA;2015;Brazil;1.13984268;0.00173490;0.33603896;48.04;48.04;48.10;34.63;69.93;2
GOAU4.SA;2014;Brazil;0.93579967;0.00173490;0.29931973;47.05;24.84;45.26;39.82;61.46;2
GUAR3.SA;2023;Brazil;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
GUAR3.SA;2022;Brazil;0.99433049;0.00173490;0.21568627;46.21;46.21;74.00;53.92;18.46;2
GUAR3.SA;2021;Brazil;0.98864253;0.00173490;0.22801909;41.09;41.09;74.00;48.63;15.85;3
GUAR3.SA;2020;Brazil;1.01618403;0.00173490;0.09534930;15.00;15.00;22.24;17.00;15.00;3
GUAR3.SA;2019;Brazil;0.95796748;0.00173490;0.07883817;15.00;15.00;19.52;17.00;15.00;2
GUAR3.SA;2018;Brazil;0.93582135;0.00173490;0.03297223;15.00;15.00;15.00;17.00;15.00;3
GUAR3.SA;2017;Brazil;0.13497360;0.00173490;0.02246119;15.00;15.00;15.00;17.00;15.00;4
GUAR3.SA;2016;Brazil;0.73503033;0.00173490;0.23181335;15.00;15.00;15.00;17.00;15.00;4
GUAR3.SA;2015;Brazil;0.73570343;0.00173490;0.21940214;15.00;15.00;15.00;17.00;15.00;4
GUAR3.SA;2014;Brazil;0.45368084;0.00173490;0.04693345;15.00;15.00;15.00;17.00;15.00;4
LEVE3.SA;2023;Brazil;2.34380000;0.00173490;0.02491103;15.00;15.00;15.00;17.00;15.00;2
LEVE3.SA;2022;Brazil;2.34380000;0.00173490;0.10148515;37.26;37.26;51.03;42.27;15.00;2
LEVE3.SA;2021;Brazil;1.94188178;0.00173490;0.00000000;39.82;39.82;53.18;44.33;15.00;2
LEVE3.SA;2020;Brazil;1.01734540;0.00173490;0.00000000;30.46;30.46;49.61;29.91;15.00;2
LEVE3.SA;2019;Brazil;2.34380000;0.00173490;0.03008421;30.57;30.57;48.23;30.41;15.00;3
LEVE3.SA;2018;Brazil;2.34380000;0.00173490;0.04246545;15.00;15.00;15.00;17.00;15.00;4
LEVE3.SA;2017;Brazil;2.34380000;0.00173490;0.12882071;15.00;15.00;15.00;17.00;15.00;8
LEVE3.SA;2016;Brazil;1.39207432;0.00173490;0.09236440;15.00;15.00;15.00;17.00;15.00;7
LEVE3.SA;2015;Brazil;0.26487361;0.00173490;0.05421376;15.00;15.00;15.00;17.00;15.00;8
LEVE3.SA;2014;Brazil;1.30443599;0.00173490;0.06678545;15.00;15.00;15.00;17.00;15.00;10
POMO4.SA;2023;Brazil;0.84047382;0.00173490;0.13373473;15.00;15.00;15.00;17.00;15.00;3
POMO4.SA;2022;Brazil;0.97373245;0.00173490;0.05034316;31.60;31.60;25.58;42.27;24.82;5
POMO4.SA;2021;Brazil;0.98277372;0.00173490;0.28892222;37.60;37.60;29.49;42.63;40.80;7
POMO4.SA;2020;Brazil;0.99134551;0.00173490;0.36225000;29.68;29.68;15.00;30.15;53.41;5
POMO4.SA;2019;Brazil;0.97288750;0.00173490;0.20597300;30.46;30.46;15.00;32.65;51.52;8
POMO4.SA;2018;Brazil;0.98161820;0.00173490;0.10501968;27.07;27.07;15.00;33.96;48.93;10
POMO4.SA;2017;Brazil;0.98407327;0.00173490;0.28082543;28.50;28.50;15.00;29.73;59.86;11
POMO4.SA;2016;Brazil;0.98113277;0.00173490;0.36225000;39.57;39.57;15.00;51.57;56.01;11
POMO4.SA;2015;Brazil;0.98727697;0.00173490;0.23960695;40.85;40.85;15.00;48.68;65.42;13
POMO4.SA;2014;Brazil;0.96119352;0.00173490;0.08263347;41.85;41.85;17.25;51.23;59.07;12
TUPY3.SA;2023;Brazil;0.45804737;0.00173490;0.08817206;15.00;15.00;15.00;17.00;15.00;6
TUPY3.SA;2022;Brazil;0.68126772;0.00173490;0.28117074;60.78;60.78;73.40;53.09;56.24;9
TUPY3.SA;2021;Brazil;0.64441769;0.00173490;0.19814065;55.38;55.38;69.18;47.93;48.75;8
TUPY3.SA;2020;Brazil;0.93102404;0.00173490;0.36225000;34.71;34.71;27.30;35.79;43.26;4
TUPY3.SA;2019;Brazil;0.23422896;0.00173490;0.23085094;26.10;26.10;15.00;26.22;45.08;6
TUPY3.SA;2018;Brazil;0.01035649;0.00173490;0.10593091;15.00;15.00;15.00;17.00;15.00;6
TUPY3.SA;2017;Brazil;0.62787105;0.00173490;0.14088045;15.00;15.00;15.00;17.00;15.00;9
TUPY3.SA;2016;Brazil;1.58309038;0.00173490;0.36225000;15.00;15.00;15.00;17.00;15.00;7
TUPY3.SA;2015;Brazil;2.34380000;0.00173490;0.13132655;15.00;15.00;15.00;17.00;15.00;9
TUPY3.SA;2014;Brazil;0.57109138;0.00173490;0.25073191;15.00;15.00;15.00;17.00;15.00;7
USIM5.SA;2023;Brazil;0.95162190;0.00173490;0.24331903;15.00;15.00;15.00;17.00;15.00;10
USIM5.SA;2022;Brazil;0.39440574;0.00173490;0.15843687;61.26;61.26;67.28;58.12;57.78;12
USIM5.SA;2021;Brazil;2.34380000;0.00173490;0.24025517;66.51;66.51;74.00;62.82;60.79;12
USIM5.SA;2020;Brazil;1.22851535;0.00173490;0.36225000;63.75;63.75;59.35;63.57;70.35;10
USIM5.SA;2019;Brazil;0.97331900;0.00173490;0.36225000;60.89;60.89;64.09;61.71;54.97;13
USIM5.SA;2018;Brazil;0.93825130;0.00173490;0.21218473;59.70;59.70;60.75;58.62;59.94;14
USIM5.SA;2017;Brazil;0.96041038;0.00173490;0.36225000;46.42;46.42;61.01;35.24;43.84;15
USIM5.SA;2016;Brazil;1.10504084;0.00173490;0.25554680;44.84;44.84;63.35;36.17;32.51;16
USIM5.SA;2015;Brazil;1.02006054;0.00173490;0.09587388;52.20;52.20;63.41;54.25;32.78;15
USIM5.SA;2014;Brazil;0.99601171;0.00173490;0.36225000;51.97;51.97;59.38;59.26;29.39;15
VALE3.SA;2023;Brazil;0.65540396;0.00173490;0.11414921;15.00;15.00;15.00;17.00;15.00;15
VALE3.SA;2022;Brazil;0.02268908;0.00173490;0.13755517;74.00;46.85;74.00;76.00;77.00;16
VALE3.SA;2021;Brazil;0.43388176;0.00173490;0.09082320;74.00;47.39;74.00;76.00;77.00;8
VALE3.SA;2020;Brazil;0.46015038;0.00173490;0.26727019;74.00;50.59;74.00;76.00;77.00;5
VALE3.SA;2019;Brazil;0.73735409;0.00173490;0.20000000;74.00;43.91;74.00;76.00;77.00;6
VALE3.SA;2018;Brazil;0.36907216;0.00173490;0.15906046;74.00;74.00;74.00;76.00;72.75;5
VALE3.SA;2017;Brazil;0.38233133;0.00173490;0.26858670;74.00;74.00;74.00;76.00;69.53;11
VALE3.SA;2016;Brazil;0.14347826;0.00173490;0.07614213;74.00;41.14;74.00;76.00;52.55;3
VALE3.SA;2015;Brazil;1.59895402;0.00173490;0.11305149;74.00;46.87;74.00;76.00;74.31;2
VALE3.SA;2014;Brazil;0.64444444;0.00173490;0.00000000;74.00;74.00;74.00;76.00;77.00;3
BHIA3.SA;2023;Brazil;2.34380000;0.00173490;0.19092172;15.00;15.00;15.00;17.00;15.00;7
BHIA3.SA;2022;Brazil;1.56599095;0.00173490;0.36225000;64.95;64.95;66.62;66.02;61.76;11
BHIA3.SA;2021;Brazil;1.02901389;0.00173490;0.36225000;66.24;66.24;71.26;68.19;59.89;13
BHIA3.SA;2020;Brazil;0.63341412;0.00173490;0.13512413;46.68;46.68;60.44;50.74;30.59;10
BHIA3.SA;2019;Brazil;1.46022388;0.00173490;0.36225000;51.39;43.34;48.85;55.23;49.68;11
BHIA3.SA;2018;Brazil;0.25944999;0.00173490;0.36225000;56.35;56.35;59.75;72.40;37.00;6
BHIA3.SA;2017;Brazil;0.00000000;0.00000000;0.00000000;39.65;39.65;36.33;44.41;37.65;0
BHIA3.SA;2016;Brazil;0.00000000;0.00000000;0.00000000;37.91;37.91;55.33;40.83;19.82;0
BHIA3.SA;2015;Brazil;0.00000000;0.00000000;0.00000000;36.83;36.83;50.60;37.36;24.35;0
BHIA3.SA;2014;Brazil;0.00000000;0.00000000;0.00000000;35.99;35.99;45.70;40.77;22.85;0
CPN.BK;2023;Thailand;0.68903637;0.00173490;0.06382660;74.00;74.00;74.00;76.00;56.80;17
CPN.BK;2022;Thailand;0.58783593;0.00173490;0.06610605;73.61;73.61;74.00;76.00;49.60;19
CPN.BK;2021;Thailand;0.75192890;0.00173490;0.21815468;70.61;70.61;71.82;76.00;47.42;19
CPN.BK;2020;Thailand;0.51687063;0.00173490;0.21745165;74.00;74.00;73.60;76.00;71.41;18
CPN.BK;2019;Thailand;0.69509467;0.00173490;0.02587318;74.00;74.00;66.00;76.00;76.32;20
CPN.BK;2018;Thailand;0.53195598;0.00173490;0.02644025;74.00;74.00;67.84;76.00;77.00;21
CPN.BK;2017;Thailand;0.99782945;0.00173490;0.14108524;74.00;74.00;67.43;76.00;75.41;21
CPN.BK;2016;Thailand;0.99723188;0.00173490;0.01794717;73.76;73.76;64.20;76.00;69.24;22
CPN.BK;2015;Thailand;0.97280454;0.00173490;0.03305021;73.09;73.09;55.64;76.00;73.63;19
CPN.BK;2014;Thailand;1.03516983;0.00173490;0.04775019;62.76;62.76;36.80;76.00;71.76;12
HANA.BK;2023;Thailand;0.86941194;0.00173490;0.06411888;55.43;55.43;52.64;73.34;29.24;13
HANA.BK;2022;Thailand;0.96444436;0.00173490;0.14442466;56.67;56.67;55.28;75.75;26.84;10
HANA.BK;2021;Thailand;0.95588958;0.00173490;0.05018239;50.74;50.74;46.47;63.76;34.37;10
HANA.BK;2020;Thailand;0.93298161;0.00173490;0.08522218;51.19;51.19;33.71;70.29;40.66;7
HANA.BK;2019;Thailand;0.95850919;0.00173490;0.06351272;37.09;37.09;15.00;48.85;54.23;6
HANA.BK;2018;Thailand;0.89054052;0.00173490;0.13617267;15.00;15.00;15.00;17.00;15.00;9
HANA.BK;2017;Thailand;0.84866641;0.00173490;0.07184172;15.00;15.00;15.00;17.00;15.00;10
HANA.BK;2016;Thailand;0.92139494;0.00173490;0.05550175;15.00;15.00;15.00;17.00;15.00;9
HANA.BK;2015;Thailand;0.90441186;0.00173490;0.08925567;15.00;15.00;15.00;17.00;15.00;6
HANA.BK;2014;Thailand;0.81390485;0.00173490;0.06491808;15.00;15.00;15.00;17.00;15.00;3
012750.KS;2023;"Korea; Republic (S. Korea)";0.96693586;0.00173490;0.06169460;15.00;15.00;15.00;17.00;15.00;9
012750.KS;2022;"Korea; Republic (S. Korea)";0.90436275;0.00173490;0.05292209;40.53;40.53;37.11;52.25;30.89;7
012750.KS;2021;"Korea; Republic (S. Korea)";0.38862265;0.00173490;0.06105820;24.37;24.37;29.18;21.74;24.26;7
012750.KS;2020;"Korea; Republic (S. Korea)";1.90064481;0.00173490;0.06283274;18.36;18.36;25.70;19.20;15.00;8
012750.KS;2019;"Korea; Republic (S. Korea)";0.10245147;0.00173490;0.06082744;20.01;20.01;23.62;19.11;18.85;10
012750.KS;2018;"Korea; Republic (S. Korea)";0.21289922;0.00173490;0.07257226;15.00;15.00;20.68;17.00;16.69;9
012750.KS;2017;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.04761478;16.60;16.60;20.49;17.00;21.23;8
012750.KS;2016;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.07444211;15.00;15.00;17.88;17.00;15.00;12
012750.KS;2015;"Korea; Republic (S. Korea)";0.70063619;0.00173490;0.09575382;15.00;15.00;15.69;17.00;15.00;11
012750.KS;2014;"Korea; Republic (S. Korea)";1.21684946;0.00173490;0.06954935;15.00;15.00;15.22;17.00;15.00;8
TSGJ.J;2023;South Africa;0.00000000;0.00000000;0.00000000;37.39;37.39;39.08;53.30;15.00;0
TSGJ.J;2022;South Africa;0.00000000;0.00000000;0.00000000;37.07;37.07;36.87;53.67;15.00;0
TSGJ.J;2021;South Africa;0.00000000;0.00000000;0.00000000;40.51;40.51;44.45;57.21;15.00;0
TSGJ.J;2020;South Africa;0.66412125;0.00173490;0.00000000;46.35;46.35;58.85;59.21;15.81;1
TSGJ.J;2019;South Africa;0.00000000;0.00000000;0.02840353;49.16;49.16;58.54;58.02;27.43;2
TSGJ.J;2018;South Africa;2.34380000;0.00173490;0.08019083;43.84;43.84;51.09;55.89;19.23;3
TSGJ.J;2017;South Africa;0.65836801;0.00173490;0.01337087;44.03;44.03;50.18;56.38;19.97;2
TSGJ.J;2016;South Africa;0.67255998;0.00173490;0.02912621;42.91;42.91;49.18;55.05;19.07;2
TSGJ.J;2015;South Africa;0.74749112;0.00173490;0.00298051;39.44;39.44;48.89;44.41;23.49;2
TSGJ.J;2014;South Africa;0.71757727;0.00173490;0.00309772;15.00;15.00;15.00;17.00;15.00;2
RLOJ.J;2023;South Africa;0.00000000;0.00000000;0.00000000;52.00;52.00;34.71;58.46;64.12;1
RLOJ.J;2022;South Africa;0.00000000;0.00000000;0.00000000;58.93;58.93;37.44;60.67;77.00;0
RLOJ.J;2021;South Africa;0.00000000;0.00000000;0.00000000;57.46;57.46;37.69;62.24;74.93;0
RLOJ.J;2020;South Africa;0.00000000;0.00000000;0.00000000;59.18;59.18;39.18;62.51;77.00;0
RLOJ.J;2019;South Africa;0.00000000;0.00000000;0.00000000;59.93;59.93;39.93;59.66;77.00;1
RLOJ.J;2018;South Africa;0.00000000;0.00000000;0.00000000;59.29;59.29;35.81;63.76;77.00;0
RLOJ.J;2017;South Africa;0.00000000;0.00000000;0.00000000;59.73;59.73;33.16;66.61;77.00;0
RLOJ.J;2016;South Africa;0.00000000;0.00000000;0.00000000;53.86;53.86;30.83;60.14;73.27;0
RLOJ.J;2015;South Africa;0.00000000;0.00000000;0.00000000;55.87;55.87;40.88;50.38;77.00;0
RLOJ.J;2014;South Africa;0.00000000;0.00000000;0.00000000;56.98;56.98;28.89;59.24;77.00;1
AMSJ.J;2023;South Africa;0.63582829;0.00173490;0.36225000;68.02;68.02;74.00;75.18;42.99;11
AMSJ.J;2022;South Africa;0.00000000;0.00000000;0.10654016;72.49;72.49;74.00;74.39;57.49;10
AMSJ.J;2021;South Africa;0.00000000;0.00000000;0.11067187;74.00;74.00;74.00;76.00;65.41;9
AMSJ.J;2020;South Africa;0.00000000;0.00000000;0.12316039;74.00;74.00;74.00;76.00;72.69;9
AMSJ.J;2019;South Africa;2.34380000;0.00173490;0.08959405;74.00;74.00;74.00;76.00;77.00;8
AMSJ.J;2018;South Africa;2.34380000;0.00173490;0.17572292;74.00;74.00;74.00;76.00;77.00;10
AMSJ.J;2017;South Africa;2.34380000;0.00173490;0.22349307;74.00;74.00;74.00;67.76;77.00;13
AMSJ.J;2016;South Africa;0.00000000;0.00000000;0.21020966;74.00;57.02;74.00;68.33;77.00;15
AMSJ.J;2015;South Africa;0.00000000;0.00000000;0.36225000;74.00;74.00;74.00;69.94;68.48;15
AMSJ.J;2014;South Africa;0.00000000;0.00000000;0.36225000;74.00;55.35;74.00;76.00;70.20;17
OMNJ.J;2023;South Africa;0.00000000;0.00000000;0.00267023;50.44;50.44;55.68;41.71;55.97;2
OMNJ.J;2022;South Africa;0.00000000;0.00000000;0.00000000;57.03;57.03;57.72;51.05;65.96;1
OMNJ.J;2021;South Africa;0.76906794;0.00173490;0.00000000;49.53;49.53;51.23;41.32;60.42;1
OMNJ.J;2020;South Africa;0.92070609;0.00173490;0.00000000;41.82;41.82;46.86;44.58;28.25;1
OMNJ.J;2019;South Africa;0.60096706;0.00173490;0.36225000;41.68;41.68;48.81;37.58;36.04;2
OMNJ.J;2018;South Africa;0.56162308;0.00173490;0.00000000;39.83;39.83;44.78;43.06;25.60;1
OMNJ.J;2017;South Africa;0.54268473;0.00173490;0.00000000;46.98;46.98;46.15;39.75;60.71;1
OMNJ.J;2016;South Africa;0.54711856;0.00173490;0.09747984;44.82;44.82;45.78;36.64;57.00;2
OMNJ.J;2015;South Africa;0.22716603;0.00173490;0.00146630;41.97;41.97;44.35;42.59;36.72;2
OMNJ.J;2014;South Africa;0.00000000;0.00000000;0.00000000;41.65;31.40;28.69;51.72;47.50;0
BJC.BK;2023;Thailand;0.95100687;0.00173490;0.03577262;59.67;59.67;63.81;76.00;34.31;16
BJC.BK;2022;Thailand;0.93663551;0.00173490;0.02935429;65.69;65.69;67.13;76.00;47.33;16
BJC.BK;2021;Thailand;0.94460919;0.00173490;0.08608335;67.61;67.61;72.19;76.00;45.63;14
BJC.BK;2020;Thailand;0.91006203;0.00173490;0.07874825;55.01;55.01;59.16;66.75;39.40;15
BJC.BK;2019;Thailand;0.86486173;0.00173490;0.05438752;50.86;50.86;52.90;59.73;40.02;15
BJC.BK;2018;Thailand;0.86403572;0.00173490;0.03457188;37.04;37.04;20.45;49.73;38.44;15
BJC.BK;2017;Thailand;0.84099484;0.00173490;0.07921674;38.04;38.04;25.05;51.93;35.10;14
BJC.BK;2016;Thailand;1.07667245;0.00173490;0.15585878;17.64;17.64;15.00;31.47;18.77;12
BJC.BK;2015;Thailand;0.00000000;0.00000000;0.08510019;15.00;15.00;15.00;17.00;15.00;3
BJC.BK;2014;Thailand;0.00000000;0.00000000;0.12251025;15.00;15.00;15.00;17.00;15.00;7
SCC.BK;2023;Thailand;0.00000000;0.00000000;0.25476125;74.00;71.67;74.00;76.00;50.17;19
SCC.BK;2022;Thailand;2.34380000;0.00173490;0.27895316;74.00;74.00;74.00;76.00;70.43;20
SCC.BK;2021;Thailand;2.34380000;0.00173490;0.06599075;74.00;74.00;74.00;76.00;74.39;22
SCC.BK;2020;Thailand;1.08188624;0.00173490;0.05620703;74.00;74.00;74.00;76.00;77.00;22
SCC.BK;2019;Thailand;1.61672777;0.00173490;0.09686537;74.00;74.00;74.00;76.00;70.15;23
SCC.BK;2018;Thailand;0.00000000;0.00000000;0.05167085;74.00;74.00;74.00;76.00;50.44;25
SCC.BK;2017;Thailand;0.00000000;0.00000000;0.03204204;74.00;74.00;73.39;76.00;73.70;25
SCC.BK;2016;Thailand;0.00000000;0.00000000;0.04223109;73.85;73.85;59.21;76.00;77.00;26
SCC.BK;2015;Thailand;0.00000000;0.00000000;0.05827695;73.82;73.82;58.17;76.00;77.00;23
SCC.BK;2014;Thailand;0.00000000;0.00000000;0.04861390;70.92;70.92;54.57;76.00;77.00;21
SHPJ.J;2023;Thailand;0.00000000;0.00000000;0.01513226;64.13;64.13;72.06;69.96;48.26;9
SHPJ.J;2022;Thailand;0.99985234;0.00173490;0.04118670;63.60;63.60;69.41;69.06;50.25;7
SHPJ.J;2021;Thailand;0.99996285;0.00173490;0.04278844;57.89;57.89;60.79;61.67;49.55;9
SHPJ.J;2020;Thailand;0.99996969;0.00173490;0.12256175;43.37;43.37;39.37;59.07;21.53;10
SHPJ.J;2019;Thailand;0.99994630;0.00173490;0.05810476;49.89;49.89;33.95;51.99;59.29;10
SHPJ.J;2018;Thailand;0.99988369;0.00173490;0.03774317;39.24;31.16;20.21;52.70;32.99;13
SHPJ.J;2017;Thailand;0.99965366;0.00173490;0.02256924;40.34;40.34;22.64;54.33;32.20;11
SHPJ.J;2016;Thailand;1.00009365;0.00173490;0.03018608;40.75;40.75;22.37;54.32;33.83;14
SHPJ.J;2015;Thailand;1.25167138;0.00173490;0.02540479;36.79;36.79;19.26;51.74;26.98;14
SHPJ.J;2014;Thailand;0.99990448;0.00173490;0.02488259;38.98;38.98;15.00;50.12;41.88;16
EGIE3.SA;2023;Brazil;0.99972044;0.00173490;0.06288954;15.00;15.00;15.00;17.00;15.00;12
EGIE3.SA;2022;Brazil;0.99925382;0.00173490;0.14404521;74.00;74.00;74.00;76.00;77.00;12
EGIE3.SA;2021;Brazil;0.99991946;0.00173490;0.18439127;74.00;74.00;74.00;76.00;77.00;12
EGIE3.SA;2020;Brazil;0.99994866;0.00173490;0.08701920;74.00;74.00;74.00;76.00;77.00;11
EGIE3.SA;2019;Brazil;0.85422093;0.00173490;0.09703252;74.00;74.00;74.00;76.00;77.00;11
EGIE3.SA;2018;Brazil;0.86285624;0.00173490;0.10577734;74.00;74.00;74.00;76.00;72.15;11
EGIE3.SA;2017;Brazil;0.00000000;0.00000000;0.09670023;74.00;74.00;74.00;76.00;69.48;10
EGIE3.SA;2016;Brazil;0.00000000;0.00000000;0.06892909;74.00;74.00;74.00;76.00;56.83;11
EGIE3.SA;2015;Brazil;0.00000000;0.00000000;0.14778815;74.00;74.00;74.00;76.00;54.55;13
EGIE3.SA;2014;Brazil;0.00000000;0.00000000;0.12592647;74.00;74.00;74.00;76.00;42.88;13
030000.KS;2023;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.07180730;15.00;15.00;15.00;17.00;15.00;15
030000.KS;2022;"Korea; Republic (S. Korea)";0.72846954;0.00173490;0.08121169;59.66;59.66;74.00;71.31;39.09;15
030000.KS;2021;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.06918882;44.43;44.43;66.55;60.71;15.61;17
030000.KS;2020;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.05572568;22.77;22.77;16.81;31.36;15.00;19
030000.KS;2019;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.02716196;22.01;22.01;31.67;25.23;15.00;19
030000.KS;2018;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.07924888;18.75;18.75;33.39;21.56;15.00;14
030000.KS;2017;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.08501044;20.79;20.79;27.91;22.51;16.16;17
030000.KS;2016;"Korea; Republic (S. Korea)";0.69168840;0.00173490;0.08725357;24.30;24.30;27.24;30.74;15.00;19
030000.KS;2015;"Korea; Republic (S. Korea)";0.97171754;0.00173490;0.06325499;24.03;24.03;27.12;29.30;16.05;17
030000.KS;2014;"Korea; Republic (S. Korea)";0.95292802;0.00173490;0.08355842;21.82;21.82;41.36;18.12;20.18;18
EGCO.BK;2023;Thailand;0.75349830;0.00173490;0.13593007;60.87;60.87;46.90;76.00;56.60;6
EGCO.BK;2022;Thailand;2.34380000;0.00173490;0.22341373;66.63;66.63;53.60;76.00;63.51;6
EGCO.BK;2021;Thailand;0.27740624;0.00173490;0.12125328;61.54;61.54;46.89;76.00;51.65;7
EGCO.BK;2020;Thailand;0.11615419;0.00173490;0.12370092;72.30;72.30;61.10;76.00;71.25;8
